"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2014","2014",54098.51,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2015","2015",44750.75,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2016","2016",46906.9,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2017","2017",49957.61,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2018","2018",51304.74,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2019","2019",48713.61,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2020","2020",48225.41,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2021","2021",50381.16,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","PRT","Portugal","2022","2022",45224.84,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SVK","Slovak Republic","2010","2010",26503.73,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SVK","Slovak Republic","2011","2011",27726.07,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SVK","Slovak Republic","2012","2012",30378.27,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SVK","Slovak Republic","2013","2013",33297.89,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SVK","Slovak Republic","2014","2014",35379.31,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SVK","Slovak Republic","2015","2015",31887.55,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SVK","Slovak Republic","2016","2016",33246.03,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SVK","Slovak Republic","2017","2017",35164.83,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SVK","Slovak Republic","2018","2018",38378.12,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SVK","Slovak Republic","2019","2019",39136.66,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SVK","Slovak Republic","2020","2020",42341.82,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SVK","Slovak Republic","2021","2021",49253.86,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","ESP","Spain","2011","2011",92471.78,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","ESP","Spain","2012","2012",80561.65,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","ESP","Spain","2013","2013",85563.56,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","ESP","Spain","2014","2014",85474.34,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","ESP","Spain","2015","2015",71199.68,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","ESP","Spain","2016","2016",71827.19,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","ESP","Spain","2017","2017",75926.06,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","ESP","Spain","2018","2018",88483.16,"B","Break"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","ESP","Spain","2019","2019",87308.56,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","ESP","Spain","2020","2020",90854.68,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","ESP","Spain","2021","2021",90685.85,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","ESP","Spain","2022","2022",84717.41,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SWE","Sweden","2014","2014",128469.26,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SWE","Sweden","2015","2015",106392.05,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SWE","Sweden","2016","2016",106879.33,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SWE","Sweden","2017","2017",110190.12,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SWE","Sweden","2018","2018",110945.99,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SWE","Sweden","2019","2019",103231.55,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SWE","Sweden","2020","2020",106901.95,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SWE","Sweden","2021","2021",120001.39,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SWE","Sweden","2022","2022",104061.09,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","TUR","Türkiye","2010","2010",51422.33,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","TUR","Türkiye","2011","2011",43860.28,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","TUR","Türkiye","2012","2012",65307.31,"B","Break"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","TUR","Türkiye","2013","2013",66969.29,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","TUR","Türkiye","2014","2014",61246.25,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","TUR","Türkiye","2015","2015",49642.48,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","TUR","Türkiye","2016","2016",47284.31,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","TUR","Türkiye","2017","2017",43082.86,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","TUR","Türkiye","2018","2018",35733.8,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","TUR","Türkiye","2019","2019",34271.1,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","TUR","Türkiye","2020","2020",37707.36,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","TUR","Türkiye","2021","2021",30677.91,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","GBR","United Kingdom","2010","2010",172754.37,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","GBR","United Kingdom","2011","2011",176546.65,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","GBR","United Kingdom","2012","2012",173385.23,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","GBR","United Kingdom","2013","2013",173546.61,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","GBR","United Kingdom","2014","2014",185049.28,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","GBR","United Kingdom","2015","2015",173262.34,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","GBR","United Kingdom","2016","2016",153877.62,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","GBR","United Kingdom","2017","2017",148221.89,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","GBR","United Kingdom","2018","2018",154461.72,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","GBR","United Kingdom","2019","2019",150858.07,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","GBR","United Kingdom","2020","2020",155766.67,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","CHL","Chile","2011","2011",44266.09,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","CHL","Chile","2012","2012",55862.93,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","CHL","Chile","2013","2013",61395.32,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","CHL","Chile","2014","2014",74791.73,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","CHL","Chile","2015","2015",84690.18,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","CHL","Chile","2016","2016",89385.92,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","CHL","Chile","2017","2017",95791.65,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","CHL","Chile","2018","2018",100467.18,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","CHL","Chile","2019","2019",90940.08,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","CHL","Chile","2020","2020",80856.29,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","CHL","Chile","2021","2021",87088.04,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","CHL","Chile","2022","2022",77634.43,"P","Provisional value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","EST","Estonia","2010","2010",28912.89,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","EST","Estonia","2011","2011",32066.22,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","EST","Estonia","2012","2012",31405.84,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","EST","Estonia","2013","2013",34114.63,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","EST","Estonia","2014","2014",36509.35,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","EST","Estonia","2015","2015",33004.33,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","EST","Estonia","2016","2016",36458.96,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","EST","Estonia","2017","2017",38031.62,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","EST","Estonia","2018","2018",42397.78,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","EST","Estonia","2019","2019",42057.15,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","EST","Estonia","2020","2020",49526.7,"B","Break"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","EST","Estonia","2021","2021",58338.07,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","EST","Estonia","2022","2022",55480.99,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","ISR","Israel","2010","2010",110941.1,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","ISR","Israel","2011","2011",124508.37,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","ISR","Israel","2012","2012",124132.27,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","ISR","Israel","2013","2013",136299.66,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","ISR","Israel","2014","2014",143727.36,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","ISR","Israel","2015","2015",142582.84,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","ISR","Israel","2016","2016",147420.98,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","ISR","Israel","2017","2017",161004.08,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","ISR","Israel","2018","2018",159284.71,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","ISR","Israel","2019","2019",167943.74,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","ISR","Israel","2020","2020",172542.69,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","ISR","Israel","2021","2021",182835.85,"P","Provisional value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SVN","Slovenia","2010","2010",73674.05,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SVN","Slovenia","2011","2011",74420.88,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SVN","Slovenia","2012","2012",66361.91,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SVN","Slovenia","2013","2013",65116.31,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SVN","Slovenia","2014","2014",66017.21,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SVN","Slovenia","2015","2015",53233.34,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SVN","Slovenia","2016","2016",53900.67,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SVN","Slovenia","2017","2017",57090.67,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SVN","Slovenia","2018","2018",62929.5,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SVN","Slovenia","2019","2019",60302.75,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SVN","Slovenia","2020","2020",62480.44,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","SVN","Slovenia","2021","2021",82570.66,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","LVA","Latvia","2010","2010",19668.84,"B","Break"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","LVA","Latvia","2014","2014",23025.58,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","LVA","Latvia","2018","2018",28818.82,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","LTU","Lithuania","2010","2010",18407.73,"B; D","Break; Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","LTU","Lithuania","2014","2014",23161.69,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","LTU","Lithuania","2018","2018",27089.9,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","CRI","Costa Rica","2010","2010",43258.84,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","CRI","Costa Rica","2011","2011",48597.91,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","CRI","Costa Rica","2012","2012",52385.26,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","CRI","Costa Rica","2013","2013",57093.63,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","CRI","Costa Rica","2014","2014",55289.14,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","CRI","Costa Rica","2015","2015",56228.65,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","CRI","Costa Rica","2016","2016",55183.76,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","CRI","Costa Rica","2017","2017",53748.42,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","CRI","Costa Rica","2018","2018",54080.05,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","CRI","Costa Rica","2019","2019",53296.03,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","CRI","Costa Rica","2020","2020",47525.85,,
"RVNURMED","Remuneration of specialists","YSALXRMT","Salaried, income, US$ exchange rate","HRV","Croatia","2022","2022",49691.61,,
