"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","SVK","Slovak Republic","2011","2011",1.5,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","SVK","Slovak Republic","2012","2012",1.74,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","SVK","Slovak Republic","2013","2013",1.82,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","SVK","Slovak Republic","2014","2014",1.89,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","SVK","Slovak Republic","2015","2015",1.95,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","SVK","Slovak Republic","2016","2016",2.01,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","SVK","Slovak Republic","2017","2017",2,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","SVK","Slovak Republic","2018","2018",1.97,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","SVK","Slovak Republic","2019","2019",2.02,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","SVK","Slovak Republic","2020","2020",2.17,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","SVK","Slovak Republic","2021","2021",2.26,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ESP","Spain","2011","2011",2.92,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ESP","Spain","2012","2012",2.84,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ESP","Spain","2013","2013",2.94,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ESP","Spain","2014","2014",2.9,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ESP","Spain","2015","2015",2.76,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ESP","Spain","2016","2016",2.71,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ESP","Spain","2017","2017",2.69,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ESP","Spain","2018","2018",2.91,"B","Break"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ESP","Spain","2019","2019",2.95,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ESP","Spain","2020","2020",3.37,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ESP","Spain","2021","2021",3.01,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ESP","Spain","2022","2022",2.88,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","SWE","Sweden","2014","2014",2.14,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","SWE","Sweden","2015","2015",2.06,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","SWE","Sweden","2016","2016",2.06,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","SWE","Sweden","2017","2017",2.05,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","SWE","Sweden","2018","2018",2.03,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","SWE","Sweden","2019","2019",1.99,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","SWE","Sweden","2020","2020",2.02,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","SWE","Sweden","2021","2021",1.96,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","SWE","Sweden","2022","2022",1.86,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","TUR","Türkiye","2010","2010",4.84,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","TUR","Türkiye","2011","2011",3.88,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","TUR","Türkiye","2012","2012",5.58,"B","Break"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","TUR","Türkiye","2013","2013",5.32,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","TUR","Türkiye","2014","2014",5.03,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","TUR","Türkiye","2015","2015",4.49,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","TUR","Türkiye","2016","2016",4.31,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","TUR","Türkiye","2017","2017",4.03,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","TUR","Türkiye","2018","2018",3.74,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","TUR","Türkiye","2019","2019",3.72,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","TUR","Türkiye","2020","2020",4.37,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","TUR","Türkiye","2021","2021",3.15,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","TUR","Türkiye","2022","2022",3.48,"P","Provisional value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","GBR","United Kingdom","2010","2010",4.35,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","GBR","United Kingdom","2011","2011",4.19,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","GBR","United Kingdom","2012","2012",4.08,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","GBR","United Kingdom","2013","2013",3.99,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","GBR","United Kingdom","2014","2014",3.9,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","GBR","United Kingdom","2015","2015",3.84,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","GBR","United Kingdom","2016","2016",3.74,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","GBR","United Kingdom","2017","2017",3.65,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","GBR","United Kingdom","2018","2018",3.57,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","GBR","United Kingdom","2019","2019",3.53,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","GBR","United Kingdom","2020","2020",3.86,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CHL","Chile","2011","2011",3.04,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CHL","Chile","2012","2012",3.65,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CHL","Chile","2013","2013",3.9,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CHL","Chile","2014","2014",5.13,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CHL","Chile","2015","2015",6.28,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CHL","Chile","2016","2016",6.51,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CHL","Chile","2017","2017",6.38,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CHL","Chile","2018","2018",6.38,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CHL","Chile","2019","2019",6.24,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CHL","Chile","2020","2020",6.19,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CHL","Chile","2021","2021",5.41,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CHL","Chile","2022","2022",5.12,"P","Provisional value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","EST","Estonia","2010","2010",1.97,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","EST","Estonia","2011","2011",1.83,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","EST","Estonia","2012","2012",1.8,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","EST","Estonia","2013","2013",1.79,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","EST","Estonia","2014","2014",1.8,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","EST","Estonia","2015","2015",1.9,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","EST","Estonia","2016","2016",1.99,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","EST","Estonia","2017","2017",1.86,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","EST","Estonia","2018","2018",1.83,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","EST","Estonia","2019","2019",1.8,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","EST","Estonia","2020","2020",2.1,"B","Break"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","EST","Estonia","2021","2021",2.09,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","EST","Estonia","2022","2022",1.94,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ISR","Israel","2010","2010",3.55,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ISR","Israel","2011","2011",3.62,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ISR","Israel","2012","2012",3.74,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ISR","Israel","2013","2013",3.69,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ISR","Israel","2014","2014",3.76,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ISR","Israel","2015","2015",3.94,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ISR","Israel","2016","2016",3.91,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ISR","Israel","2017","2017",3.92,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ISR","Israel","2018","2018",3.76,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ISR","Israel","2019","2019",3.78,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ISR","Israel","2020","2020",3.85,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","ISR","Israel","2021","2021",3.51,"P","Provisional value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","SVN","Slovenia","2010","2010",3.13,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","SVN","Slovenia","2011","2011",2.96,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","SVN","Slovenia","2012","2012",2.93,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","SVN","Slovenia","2013","2013",2.77,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","SVN","Slovenia","2014","2014",2.72,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","SVN","Slovenia","2015","2015",2.55,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","SVN","Slovenia","2016","2016",2.49,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","SVN","Slovenia","2017","2017",2.43,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","SVN","Slovenia","2018","2018",2.41,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","SVN","Slovenia","2019","2019",2.32,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","SVN","Slovenia","2020","2020",2.45,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","SVN","Slovenia","2021","2021",2.82,"E","Estimated value"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","LVA","Latvia","2010","2010",1.72,"B","Break"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","LVA","Latvia","2014","2014",1.46,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","LVA","Latvia","2018","2018",1.61,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","LTU","Lithuania","2010","2010",1.54,"B; D","Break; Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","LTU","Lithuania","2014","2014",1.4,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","LTU","Lithuania","2018","2018",1.41,"D","Difference in methodology"
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CRI","Costa Rica","2010","2010",5.21,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CRI","Costa Rica","2011","2011",5.22,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CRI","Costa Rica","2012","2012",5.16,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CRI","Costa Rica","2013","2013",5.28,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CRI","Costa Rica","2014","2014",5.07,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CRI","Costa Rica","2015","2015",4.81,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CRI","Costa Rica","2016","2016",4.59,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CRI","Costa Rica","2017","2017",4.39,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CRI","Costa Rica","2018","2018",4.33,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CRI","Costa Rica","2019","2019",4.18,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","CRI","Costa Rica","2020","2020",3.89,,
"RVNURMED","Remuneration of specialists","YSALGDMT","Salaried, income, /capita GDP","HRV","Croatia","2022","2022",2.71,,
